resource_id,department_id,avg_gpa,current_gpa,is_poor
00000000-0000-0000-0002-000000000091,8010,,3.97,f
00000000-0000-0000-0002-000000000091,6110,4.13,4.26,f
00000000-0000-0000-0002-000000000091,6050,,,f
00000000-0000-0000-0002-000000000091,6010,,,f
00000000-0000-0000-0002-000000000091,6090,,,f
00000000-0000-0000-0002-000000000091,3022,4,4.12,f
00000000-0000-0000-0002-000000000091,2070,,3.81,f
00000000-0000-0000-0002-000000000091,B020,4.01,3.9,f
00000000-0000-0000-0002-000000000091,4090,4.08,,f
00000000-0000-0000-0002-000000000091,A013,3.96,4.02,f
00000000-0000-0000-0002-000000000091,6020,4.2,,f
00000000-0000-0000-0002-000000000091,2010,,,f
00000000-0000-0000-0002-000000000091,1090,3.95,4.09,f
00000000-0000-0000-0002-000000000091,H050,,4.03,f
00000000-0000-0000-0002-000000000091,3100,4.24,4.12,f
00000000-0000-0000-0002-000000000091,3020,3.81,,f
00000000-0000-0000-0002-000000000091,A012,3.88,4,f
00000000-0000-0000-0002-000000000091,6130,,3.98,f
00000000-0000-0000-0002-000000000091,4080,3.75,,f
00000000-0000-0000-0002-000000000091,5020,,4.27,f
00000000-0000-0000-0002-000000000091,7030,,,f
00000000-0000-0000-0002-000000000091,2090,4,,f
00000000-0000-0000-0002-000000000091,3050,,4.17,f
00000000-0000-0000-0002-000000000091,A011,3.97,3.78,f
00000000-0000-0000-0002-000000000091,1060,4,,f
00000000-0000-0000-0002-000000000091,7011,,,f
00000000-0000-0000-0002-000000000091,1010,,3.71,f
00000000-0000-0000-0002-000000000091,7060,,,f
00000000-0000-0000-0002-000000000091,Z010,,4.26,f
00000000-0000-0000-0002-000000000091,2030,,3.96,f
00000000-0000-0000-0002-000000000091,2020,,,f
00000000-0000-0000-0002-000000000091,4081,,,f
00000000-0000-0000-0002-000000000091,3021,,3.84,f
00000000-0000-0000-0002-000000000091,3030,4.15,3.97,f
00000000-0000-0000-0002-000000000091,O020,3.82,,f
00000000-0000-0000-0002-000000000091,2040,3.87,,f
00000000-0000-0000-0002-000000000091,6100,,3.7,f
00000000-0000-0000-0002-000000000091,5080,3.79,4.29,f
00000000-0000-0000-0002-000000000091,60A0,,,f
00000000-0000-0000-0002-000000000091,1070,,,f
00000000-0000-0000-0002-000000000091,5070,,,f
00000000-0000-0000-0002-000000000091,H040,,4.06,f
00000000-0000-0000-0002-000000000091,5050,,3.81,f
00000000-0000-0000-0002-000000000092,A013,,4.24,f
00000000-0000-0000-0002-000000000092,2010,,4.14,f
00000000-0000-0000-0002-000000000092,H060,,4.21,f
00000000-0000-0000-0002-000000000092,2030,4.21,4.14,f
00000000-0000-0000-0002-000000000092,7060,,,f
00000000-0000-0000-0002-000000000092,4010,,4.13,f
00000000-0000-0000-0002-000000000092,4060,,3.77,f
00000000-0000-0000-0002-000000000092,3023,,3.85,f
00000000-0000-0000-0002-000000000092,7050,4.01,4.18,f
00000000-0000-0000-0002-000000000092,60A0,,3.72,f
00000000-0000-0000-0002-000000000092,3030,,3.84,f
00000000-0000-0000-0002-000000000092,2070,3.81,,f
00000000-0000-0000-0002-000000000092,2020,3.81,3.74,f
00000000-0000-0000-0002-000000000092,7040,4.07,,f
00000000-0000-0000-0002-000000000092,9020,,,f
00000000-0000-0000-0002-000000000092,1090,3.88,,f
00000000-0000-0000-0002-000000000092,5020,3.84,3.76,f
00000000-0000-0000-0002-000000000092,B020,,3.77,f
00000000-0000-0000-0002-000000000092,9010,4.04,4.17,f
00000000-0000-0000-0002-000000000092,1020,,,f
00000000-0000-0000-0002-000000000092,8010,3.87,3.72,f
00000000-0000-0000-0002-000000000092,2080,,4.29,f
00000000-0000-0000-0002-000000000092,1040,3.75,4.15,f
00000000-0000-0000-0002-000000000092,6120,,3.81,f
00000000-0000-0000-0002-000000000092,7030,3.85,,f
00000000-0000-0000-0002-000000000092,6100,3.9,4.11,f
00000000-0000-0000-0002-000000000092,6020,4.24,3.92,f
00000000-0000-0000-0002-000000000092,4031,3.73,,f
00000000-0000-0000-0002-000000000092,3100,,,f
00000000-0000-0000-0002-000000000092,5080,3.9,,f
00000000-0000-0000-0002-000000000092,3022,,,f
00000000-0000-0000-0002-000000000092,6130,,,f
00000000-0000-0000-0002-000000000092,H040,4.28,,f
00000000-0000-0000-0002-000000000092,6090,,,f
00000000-0000-0000-0002-000000000092,7010,,,f
00000000-0000-0000-0002-000000000092,6050,3.87,3.77,f
00000000-0000-0000-0002-000000000092,4080,,4.25,f
00000000-0000-0000-0002-000000000092,4081,,,f
00000000-0000-0000-0002-000000000092,4040,,3.84,f
00000000-0000-0000-0002-000000000092,6010,4.02,3.8,f
00000000-0000-0000-0002-000000000093,B0A0,,,f
00000000-0000-0000-0002-000000000093,H040,3.91,3.91,f
00000000-0000-0000-0002-000000000093,4081,3.76,4.1,f
00000000-0000-0000-0002-000000000093,4010,3.8,3.7,f
00000000-0000-0000-0002-000000000093,H050,,,f
00000000-0000-0000-0002-000000000093,Z010,,,f
00000000-0000-0000-0002-000000000093,1060,4.25,3.91,f
00000000-0000-0000-0002-000000000093,2030,4.23,,f
00000000-0000-0000-0002-000000000093,40A0,3.82,,f
00000000-0000-0000-0002-000000000093,5080,,4.06,f
00000000-0000-0000-0002-000000000093,1020,4.12,,f
00000000-0000-0000-0002-000000000093,1030,3.94,3.97,f
00000000-0000-0000-0002-000000000093,O010,,4.14,f
00000000-0000-0000-0002-000000000093,4060,,3.99,f
00000000-0000-0000-0002-000000000093,5050,,4.06,f
00000000-0000-0000-0002-000000000093,1010,,,f
00000000-0000-0000-0002-000000000093,9020,,4.18,f
00000000-0000-0000-0002-000000000094,6130,,,f
00000000-0000-0000-0002-000000000094,6020,4.28,4.11,f
00000000-0000-0000-0002-000000000094,1030,,3.76,f
00000000-0000-0000-0002-000000000094,A013,,,f
00000000-0000-0000-0002-000000000094,4090,,3.96,f
00000000-0000-0000-0002-000000000094,7060,4.07,,f
00000000-0000-0000-0002-000000000094,2070,3.82,,f
00000000-0000-0000-0002-000000000094,7011,,,f
00000000-0000-0000-0002-000000000094,6050,3.94,,f
00000000-0000-0000-0002-000000000094,4031,4.02,,f
00000000-0000-0000-0002-000000000094,3100,,4.2,f
00000000-0000-0000-0002-000000000094,1060,,4.18,f
00000000-0000-0000-0002-000000000094,6090,,4.01,f
00000000-0000-0000-0002-000000000094,1070,,3.92,f
00000000-0000-0000-0002-000000000094,A012,3.92,4.16,f
00000000-0000-0000-0002-000000000094,60A0,4.23,3.72,f
00000000-0000-0000-0002-000000000094,O020,4.12,,f
00000000-0000-0000-0002-000000000094,5040,4.07,,f
00000000-0000-0000-0002-000000000094,H060,3.77,,f
00000000-0000-0000-0002-000000000094,3022,3.78,,f
00000000-0000-0000-0002-000000000094,4081,,,f
00000000-0000-0000-0002-000000000094,6120,,3.91,f
00000000-0000-0000-0002-000000000094,4060,,3.98,f
00000000-0000-0000-0002-000000000094,7012,4.12,4.27,f
00000000-0000-0000-0002-000000000094,7040,4.18,,f
00000000-0000-0000-0002-000000000094,3030,3.97,3.94,f
00000000-0000-0000-0002-000000000094,1050,,,f
00000000-0000-0000-0002-000000000094,6070,,,f
00000000-0000-0000-0002-000000000094,3020,3.7,,f
00000000-0000-0000-0002-000000000094,O010,,,f
00000000-0000-0000-0002-000000000094,5070,,,f
00000000-0000-0000-0002-000000000094,5080,4.2,,f
00000000-0000-0000-0002-000000000094,4010,,3.78,f
00000000-0000-0000-0002-000000000094,6110,3.81,,f
00000000-0000-0000-0002-000000000094,6080,3.96,,f
00000000-0000-0000-0002-000000000094,4030,4.03,3.73,f
00000000-0000-0000-0002-000000000094,2040,,,f
00000000-0000-0000-0002-000000000094,5020,4.28,3.94,f
00000000-0000-0000-0002-000000000094,6030,4.02,,f
00000000-0000-0000-0002-000000000094,2090,,,f
00000000-0000-0000-0002-000000000094,3050,,3.96,f
00000000-0000-0000-0002-000000000094,4020,3.73,,f
00000000-0000-0000-0002-000000000094,A011,4,4.13,f
00000000-0000-0000-0002-000000000094,1010,3.72,,f
00000000-0000-0000-0002-000000000094,1011,4.08,3.92,f
00000000-0000-0000-0002-000000000094,2020,4.11,3.93,f
00000000-0000-0000-0002-000000000094,5050,,,f
00000000-0000-0000-0002-000000000094,30A0,3.82,,f
00000000-0000-0000-0002-000000000094,B0A0,,4.12,f
00000000-0000-0000-0002-000000000094,4120,4.13,,f
00000000-0000-0000-0002-000000000094,2030,4.15,,f
00000000-0000-0000-0002-000000000094,5010,4.2,3.72,f
00000000-0000-0000-0002-000000000094,B010,4,4.02,f
00000000-0000-0000-0002-000000000094,5090,,4.29,f
00000000-0000-0000-0002-000000000094,1020,,3.85,f
00000000-0000-0000-0002-000000000094,4080,4.16,,f
00000000-0000-0000-0002-000000000094,50A0,3.99,,f
00000000-0000-0000-0002-000000000094,8010,,,f
00000000-0000-0000-0002-000000000094,6060,,,f
00000000-0000-0000-0002-000000000094,7010,4.01,4.28,f
00000000-0000-0000-0002-000000000094,1040,,3.71,f
00000000-0000-0000-0002-000000000094,3021,3.73,,f
00000000-0000-0000-0002-000000000094,H040,3.88,3.91,f
00000000-0000-0000-0002-000000000094,7020,,,f
00000000-0000-0000-0002-000000000094,3023,4.16,,f
00000000-0000-0000-0002-000000000094,2080,,,f
00000000-0000-0000-0002-000000000094,6010,3.85,,f
00000000-0000-0000-0002-000000000094,9020,,,f
00000000-0000-0000-0002-000000000094,4040,3.79,,f
00000000-0000-0000-0002-000000000094,7030,,,f
00000000-0000-0000-0002-000000000094,7050,3.8,,f
00000000-0000-0000-0002-000000000094,2010,,3.72,f
00000000-0000-0000-0002-000000000094,9010,3.87,4.29,f
00000000-0000-0000-0002-000000000094,6100,4.01,3.83,f
00000000-0000-0000-0002-000000000094,40A0,4.17,3.98,f
00000000-0000-0000-0002-000000000094,6150,,,f
00000000-0000-0000-0002-000000000094,B020,,3.85,f
00000000-0000-0000-0002-000000000094,H050,4.02,3.92,f
00000000-0000-0000-0002-000000000094,Z010,3.71,,f
00000000-0000-0000-0002-000000000094,1090,,4.02,f
00000000-0000-0000-0002-000000000095,5050,,,f
00000000-0000-0000-0002-000000000095,A011,,4.03,f
00000000-0000-0000-0002-000000000095,O010,,3.91,f
00000000-0000-0000-0002-000000000095,50A0,,,f
00000000-0000-0000-0002-000000000095,3023,3.89,,f
00000000-0000-0000-0002-000000000095,7030,,,f
00000000-0000-0000-0002-000000000095,4020,,,f
00000000-0000-0000-0002-000000000095,O020,4.19,4,f
00000000-0000-0000-0002-000000000095,H040,4.14,4.21,f
00000000-0000-0000-0002-000000000095,5010,,,f
00000000-0000-0000-0002-000000000095,2090,4.29,,f
00000000-0000-0000-0002-000000000095,6090,,,f
00000000-0000-0000-0002-000000000095,6030,3.84,,f
00000000-0000-0000-0002-000000000095,4080,,,f
00000000-0000-0000-0002-000000000095,6150,3.74,3.91,f
00000000-0000-0000-0002-000000000095,60A0,,,f
00000000-0000-0000-0002-000000000095,2030,,,f
00000000-0000-0000-0002-000000000095,4040,4.22,3.81,f
00000000-0000-0000-0002-000000000095,1060,,3.87,f
00000000-0000-0000-0002-000000000095,6050,3.78,4.02,f
00000000-0000-0000-0002-000000000095,7011,,,f
00000000-0000-0000-0002-000000000095,5040,,,f
00000000-0000-0000-0002-000000000095,4120,3.72,,f
00000000-0000-0000-0002-000000000095,1090,4.1,,f
00000000-0000-0000-0002-000000000095,9010,,4.06,f
00000000-0000-0000-0002-000000000095,1020,,3.71,f
00000000-0000-0000-0002-000000000095,4031,,3.78,f
00000000-0000-0000-0002-000000000095,5080,,,f
00000000-0000-0000-0002-000000000095,7010,3.87,3.84,f
00000000-0000-0000-0002-000000000095,4081,,3.72,f
00000000-0000-0000-0002-000000000095,1070,3.96,3.92,f
00000000-0000-0000-0002-000000000095,40A0,3.75,4.06,f
00000000-0000-0000-0002-000000000095,5070,3.74,3.93,f
00000000-0000-0000-0002-000000000095,B0A0,3.98,,f
00000000-0000-0000-0002-000000000095,1010,,4.2,f
00000000-0000-0000-0002-000000000095,6010,3.9,4.24,f
00000000-0000-0000-0002-000000000095,3021,,4.26,f
00000000-0000-0000-0002-000000000095,Z010,,,f
00000000-0000-0000-0002-000000000095,2010,4.01,3.71,f
00000000-0000-0000-0002-000000000095,H060,3.92,,f
00000000-0000-0000-0002-000000000095,7020,,4.01,f
00000000-0000-0000-0002-000000000095,7040,,,f
00000000-0000-0000-0002-000000000095,4010,3.82,3.76,f
00000000-0000-0000-0002-000000000095,4030,4.15,,f
00000000-0000-0000-0002-000000000095,1050,4.18,,f
00000000-0000-0000-0002-000000000095,3050,3.79,3.83,f
00000000-0000-0000-0002-000000000095,6070,3.77,,f
00000000-0000-0000-0002-000000000095,6080,4.17,,f
00000000-0000-0000-0002-000000000095,7060,,,f
00000000-0000-0000-0002-000000000095,2020,4.07,,f
00000000-0000-0000-0002-000000000095,A012,,3.97,f
00000000-0000-0000-0002-000000000095,5090,4.21,,f
00000000-0000-0000-0002-000000000095,2070,,,f
00000000-0000-0000-0002-000000000095,6120,4.17,4.2,f
00000000-0000-0000-0002-000000000095,H050,3.91,3.96,f
00000000-0000-0000-0002-000000000095,3030,,,f
00000000-0000-0000-0002-000000000095,4060,,,f
00000000-0000-0000-0002-000000000095,B010,3.79,,f
00000000-0000-0000-0002-000000000095,3020,3.96,,f
00000000-0000-0000-0002-000000000095,1030,,,f
00000000-0000-0000-0002-000000000095,6110,,,f
00000000-0000-0000-0002-000000000095,1040,3.76,,f
00000000-0000-0000-0002-000000000095,6130,,3.88,f
00000000-0000-0000-0002-000000000095,6020,,4.18,f
00000000-0000-0000-0002-000000000095,6060,,,f
00000000-0000-0000-0002-000000000095,8010,4.3,4.1,f
00000000-0000-0000-0002-000000000095,A013,,4.13,f
00000000-0000-0000-0002-000000000095,6100,,,f
00000000-0000-0000-0002-000000000095,3100,,,f
00000000-0000-0000-0002-000000000095,7050,4.18,,f
00000000-0000-0000-0002-000000000095,4090,4.17,3.91,f
00000000-0000-0000-0002-000000000095,2080,4.26,4.24,f
00000000-0000-0000-0002-000000000096,5050,3.75,3.74,f
00000000-0000-0000-0002-000000000096,3022,,3.89,f
00000000-0000-0000-0002-000000000097,5020,3.93,,f
00000000-0000-0000-0002-000000000097,60A0,,3.81,f
00000000-0000-0000-0002-000000000097,3021,3.85,,f
00000000-0000-0000-0002-000000000097,4120,3.78,,f
00000000-0000-0000-0002-000000000097,3030,,4.26,f
00000000-0000-0000-0002-000000000097,2040,,,f
00000000-0000-0000-0002-000000000097,2080,,3.74,f
00000000-0000-0000-0002-000000000097,6090,3.94,,f
00000000-0000-0000-0002-000000000097,2010,,4.12,f
00000000-0000-0000-0002-000000000097,6130,,3.72,f
00000000-0000-0000-0002-000000000097,1050,4.2,4.23,f
00000000-0000-0000-0002-000000000097,5040,,,f
00000000-0000-0000-0002-000000000097,6080,,,f
00000000-0000-0000-0002-000000000097,4080,4.04,,f
00000000-0000-0000-0002-000000000097,1030,,,f
00000000-0000-0000-0002-000000000097,6060,4,,f
00000000-0000-0000-0002-000000000097,50A0,,3.96,f
00000000-0000-0000-0002-000000000097,6020,,,f
00000000-0000-0000-0002-000000000097,3023,3.8,3.85,f
00000000-0000-0000-0002-000000000097,4081,3.93,4.2,f
00000000-0000-0000-0002-000000000097,O010,,4.22,f
00000000-0000-0000-0002-000000000097,9010,4.19,,f
00000000-0000-0000-0002-000000000097,4031,,3.88,f
00000000-0000-0000-0002-000000000097,3020,,,f
00000000-0000-0000-0002-000000000097,8010,4.03,,f
00000000-0000-0000-0002-000000000097,3050,,4.07,f
00000000-0000-0000-0002-000000000097,6030,,,f
00000000-0000-0000-0002-000000000097,1070,4.17,3.99,f
00000000-0000-0000-0002-000000000097,H040,4.13,3.81,f
00000000-0000-0000-0002-000000000097,7040,,3.9,f
00000000-0000-0000-0002-000000000097,7012,,,f
00000000-0000-0000-0002-000000000097,6010,3.89,4.23,f
00000000-0000-0000-0002-000000000097,A011,3.75,,f
00000000-0000-0000-0002-000000000097,2070,4.05,,f
00000000-0000-0000-0002-000000000097,4020,,3.97,f
00000000-0000-0000-0002-000000000097,O020,4.24,3.81,f
00000000-0000-0000-0002-000000000097,7050,4.21,4.13,f
00000000-0000-0000-0002-000000000097,6120,,4.13,f
00000000-0000-0000-0002-000000000097,9020,4.02,4.02,f
00000000-0000-0000-0002-000000000097,6150,3.89,,f
00000000-0000-0000-0002-000000000097,1011,,3.9,f
00000000-0000-0000-0002-000000000097,B010,,,f
00000000-0000-0000-0002-000000000097,B020,4.04,3.88,f
00000000-0000-0000-0002-000000000097,1020,4.26,4.14,f
00000000-0000-0000-0002-000000000097,7010,4.22,3.73,f
00000000-0000-0000-0002-000000000097,1010,4.17,,f
00000000-0000-0000-0002-000000000097,4060,4.09,,f
00000000-0000-0000-0002-000000000097,7011,4.26,3.96,f
00000000-0000-0000-0002-000000000097,6070,3.93,,f
00000000-0000-0000-0002-000000000097,3100,3.77,4.1,f
00000000-0000-0000-0002-000000000097,1060,,,f
00000000-0000-0000-0002-000000000097,1090,4.18,3.92,f
00000000-0000-0000-0002-000000000098,2090,,,f
00000000-0000-0000-0002-000000000098,1010,3.7,4.19,f
00000000-0000-0000-0002-000000000098,B020,,3.96,f
00000000-0000-0000-0002-000000000098,A013,3.78,,f
00000000-0000-0000-0002-000000000098,2070,4.19,,f
00000000-0000-0000-0002-000000000098,4060,,3.82,f
00000000-0000-0000-0002-000000000098,A012,,3.73,f
00000000-0000-0000-0002-000000000098,6100,,4.04,f
00000000-0000-0000-0002-000000000098,3023,,,f
00000000-0000-0000-0002-000000000098,O010,,,f
00000000-0000-0000-0002-000000000098,5050,4.18,4.1,f
00000000-0000-0000-0002-000000000098,8010,3.86,,f
00000000-0000-0000-0002-000000000098,7030,4.07,3.74,f
00000000-0000-0000-0002-000000000099,1050,3.9,,f
00000000-0000-0000-0002-000000000099,1090,3.92,4.17,f
00000000-0000-0000-0002-000000000099,1020,3.89,3.86,f
00000000-0000-0000-0002-000000000099,1040,,,f
00000000-0000-0000-0002-000000000099,6100,3.83,3.75,f
00000000-0000-0000-0002-000000000099,5020,,,f
00000000-0000-0000-0002-000000000099,9010,,3.95,f
00000000-0000-0000-0002-000000000099,6030,,,f
00000000-0000-0000-0002-000000000099,2010,4.05,3.89,f
00000000-0000-0000-0002-000000000099,B020,3.78,,f
00000000-0000-0000-0002-000000000099,3023,4.22,,f
00000000-0000-0000-0002-000000000099,5050,,4.29,f
00000000-0000-0000-0002-000000000099,6120,3.93,,f
00000000-0000-0000-0002-000000000099,2030,,3.86,f
00000000-0000-0000-0002-000000000099,7030,3.9,3.94,f
00000000-0000-0000-0002-000000000099,2070,3.76,,f
00000000-0000-0000-0002-000000000099,5090,4.26,,f
00000000-0000-0000-0002-000000000100,7060,3.74,,f
00000000-0000-0000-0002-000000000100,6120,3.77,,f
00000000-0000-0000-0002-000000000100,7020,,,f
00000000-0000-0000-0002-000000000100,1011,,3.92,f
00000000-0000-0000-0002-000000000100,5040,3.99,,f
00000000-0000-0000-0002-000000000100,7010,,3.77,f
00000000-0000-0000-0002-000000000100,6090,,,f
00000000-0000-0000-0002-000000000100,1010,,,f
00000000-0000-0000-0002-000000000100,2070,,3.8,f
00000000-0000-0000-0002-000000000100,O010,3.95,3.93,f
00000000-0000-0000-0002-000000000100,6150,,4.13,f
00000000-0000-0000-0002-000000000100,3050,4.2,4.17,f
00000000-0000-0000-0002-000000000100,7050,,3.73,f
00000000-0000-0000-0002-000000000100,4080,4.08,4.2,f
00000000-0000-0000-0002-000000000100,6030,,3.88,f
00000000-0000-0000-0002-000000000100,1070,3.96,,f
00000000-0000-0000-0002-000000000100,A012,3.74,,f
00000000-0000-0000-0002-000000000100,2080,3.72,3.78,f
00000000-0000-0000-0002-000000000100,5050,3.94,,f
00000000-0000-0000-0002-000000000100,3100,4.04,3.75,f
00000000-0000-0000-0002-000000000100,7012,4.11,3.75,f
00000000-0000-0000-0002-000000000100,2040,,4.04,f
00000000-0000-0000-0002-000000000100,4120,,3.99,f
00000000-0000-0000-0002-000000000100,2010,,,f
00000000-0000-0000-0002-000000000100,5090,,3.96,f
00000000-0000-0000-0002-000000000100,3030,4.26,3.75,f
00000000-0000-0000-0002-000000000100,6010,4.06,,f
00000000-0000-0000-0002-000000000100,6080,4.26,3.95,f
00000000-0000-0000-0002-000000000100,60A0,4.29,,f
00000000-0000-0000-0002-000000000100,1040,,,f
00000000-0000-0000-0002-000000000100,2020,,,f
00000000-0000-0000-0002-000000000100,3022,,4.08,f
00000000-0000-0000-0002-000000000100,4060,,3.72,f
00000000-0000-0000-0002-000000000100,1030,,4.16,f
00000000-0000-0000-0002-000000000100,6070,,4.23,f
00000000-0000-0000-0002-000000000100,9010,,,f
00000000-0000-0000-0002-000000000100,9020,4.16,,f
00000000-0000-0000-0002-000000000100,Z010,,,f
00000000-0000-0000-0002-000000000100,3021,,4.25,f
00000000-0000-0000-0002-000000000100,4090,,4.18,f
00000000-0000-0000-0002-000000000100,6110,3.83,3.82,f
00000000-0000-0000-0002-000000000100,H040,4.06,,f
00000000-0000-0000-0002-000000000100,6100,,3.71,f
00000000-0000-0000-0002-000000000100,4020,3.73,3.8,f
00000000-0000-0000-0002-000000000100,4081,,,f
00000000-0000-0000-0002-000000000100,3020,,4.3,f
00000000-0000-0000-0002-000000000100,1050,4.16,,f
00000000-0000-0000-0002-000000000100,6050,,,f
00000000-0000-0000-0002-000000000100,5070,4.15,4.02,f
00000000-0000-0000-0002-000000000100,O020,,,f
00000000-0000-0000-0002-000000000100,8010,,,f
00000000-0000-0000-0002-000000000100,2090,,3.75,f
00000000-0000-0000-0002-000000000100,40A0,,3.99,f
00000000-0000-0000-0002-000000000100,4010,,4.15,f
00000000-0000-0000-0002-000000000100,1060,3.83,3.77,f
00000000-0000-0000-0002-000000000100,6130,3.79,,f
00000000-0000-0000-0002-000000000100,7030,,4.25,f
00000000-0000-0000-0002-000000000100,50A0,,4.09,f
00000000-0000-0000-0002-000000000100,2030,3.89,,f
00000000-0000-0000-0002-000000000100,7011,3.99,,f
00000000-0000-0000-0002-000000000100,30A0,4.17,3.72,f
00000000-0000-0000-0002-000000000100,4031,4.15,,f
00000000-0000-0000-0002-000000000100,7040,,,f
00000000-0000-0000-0002-000000000100,1090,,,f
00000000-0000-0000-0002-000000000100,A013,3.86,,f
00000000-0000-0000-0002-000000000100,4040,4.27,,f
00000000-0000-0000-0002-000000000100,B0A0,3.94,,f
00000000-0000-0000-0002-000000000100,B010,,,f
00000000-0000-0000-0002-000000000101,6100,3.73,,f
00000000-0000-0000-0002-000000000101,4120,,3.94,f
00000000-0000-0000-0002-000000000101,4081,,,f
00000000-0000-0000-0002-000000000102,8010,,,f
00000000-0000-0000-0002-000000000102,B020,,,f
00000000-0000-0000-0002-000000000102,A011,4.28,,f
00000000-0000-0000-0002-000000000102,5020,3.76,3.91,f
00000000-0000-0000-0002-000000000102,1070,3.79,4.04,f
00000000-0000-0000-0002-000000000102,4120,,4.05,f
00000000-0000-0000-0002-000000000102,6120,,,f
00000000-0000-0000-0002-000000000102,6070,,3.86,f
00000000-0000-0000-0002-000000000102,2080,,4,f
00000000-0000-0000-0002-000000000102,4010,4.24,,f
00000000-0000-0000-0002-000000000102,2020,3.76,3.83,f
00000000-0000-0000-0002-000000000102,1010,,3.79,f
00000000-0000-0000-0002-000000000102,1090,,3.97,f
00000000-0000-0000-0002-000000000102,6020,3.96,,f
00000000-0000-0000-0002-000000000102,1011,4.27,,f
00000000-0000-0000-0002-000000000102,6100,3.8,,f
00000000-0000-0000-0002-000000000102,2030,,,f
00000000-0000-0000-0002-000000000102,6010,3.91,,f
00000000-0000-0000-0002-000000000102,5010,,,f
00000000-0000-0000-0002-000000000102,2090,,4.03,f
00000000-0000-0000-0002-000000000102,7012,4.22,,f
00000000-0000-0000-0002-000000000102,4020,3.93,,f
00000000-0000-0000-0002-000000000102,4060,,,f
00000000-0000-0000-0002-000000000102,7030,4.11,,f
00000000-0000-0000-0002-000000000102,Z010,4.28,,f
00000000-0000-0000-0002-000000000102,H040,,,f
00000000-0000-0000-0002-000000000102,9010,,4.08,f
00000000-0000-0000-0002-000000000102,4040,,4.27,f
00000000-0000-0000-0002-000000000102,6060,3.97,,f
00000000-0000-0000-0002-000000000102,3020,4.23,,f
00000000-0000-0000-0002-000000000102,3050,,3.76,f
00000000-0000-0000-0002-000000000102,40A0,,4.2,f
00000000-0000-0000-0002-000000000102,5070,,4.03,f
00000000-0000-0000-0002-000000000102,3023,,,f
00000000-0000-0000-0002-000000000102,4081,4.09,,f
00000000-0000-0000-0002-000000000102,H050,4.24,,f
00000000-0000-0000-0002-000000000102,5040,3.89,3.77,f
00000000-0000-0000-0002-000000000102,2070,3.83,,f
00000000-0000-0000-0002-000000000102,30A0,4.07,4.19,f
00000000-0000-0000-0002-000000000102,6090,,,f
00000000-0000-0000-0002-000000000102,1020,,4.02,f
00000000-0000-0000-0002-000000000102,A012,,,f
00000000-0000-0000-0002-000000000102,6110,,,f
00000000-0000-0000-0002-000000000102,7060,,4.09,f
00000000-0000-0000-0002-000000000102,6150,4.22,,f
00000000-0000-0000-0002-000000000102,2010,4.17,3.97,f
00000000-0000-0000-0002-000000000103,6090,4.28,3.79,f
00000000-0000-0000-0002-000000000103,1011,4.15,3.9,f
00000000-0000-0000-0002-000000000103,O020,4.24,,f
00000000-0000-0000-0002-000000000103,A013,4.12,,f
00000000-0000-0000-0002-000000000103,4030,4.29,,f
00000000-0000-0000-0002-000000000103,A011,3.79,3.99,f
00000000-0000-0000-0002-000000000103,6130,4.1,4.1,f
00000000-0000-0000-0002-000000000103,1010,3.81,3.99,f
00000000-0000-0000-0002-000000000103,B0A0,,,f
00000000-0000-0000-0002-000000000103,5070,,,f
00000000-0000-0000-0002-000000000103,B020,,,f
00000000-0000-0000-0002-000000000103,6110,4.14,,f
00000000-0000-0000-0002-000000000103,5040,,,f
00000000-0000-0000-0002-000000000103,A012,4.14,,f
00000000-0000-0000-0002-000000000103,1030,,3.76,f
00000000-0000-0000-0002-000000000103,50A0,4.22,,f
00000000-0000-0000-0002-000000000103,H050,,4.04,f
00000000-0000-0000-0002-000000000103,4120,,4.25,f
00000000-0000-0000-0002-000000000103,H040,4.13,3.9,f
00000000-0000-0000-0002-000000000103,B010,,4.11,f
00000000-0000-0000-0002-000000000103,2090,,,f
00000000-0000-0000-0002-000000000103,7020,,3.93,f
00000000-0000-0000-0002-000000000103,7050,,4.15,f
00000000-0000-0000-0002-000000000103,7012,3.96,3.94,f
00000000-0000-0000-0002-000000000103,3020,4.24,4.15,f
00000000-0000-0000-0002-000000000103,1060,4.26,,f
00000000-0000-0000-0002-000000000103,6060,3.87,,f
00000000-0000-0000-0002-000000000103,30A0,,,f
00000000-0000-0000-0002-000000000103,5050,,,f
00000000-0000-0000-0002-000000000103,4090,4.17,,f
00000000-0000-0000-0002-000000000103,3023,,3.8,f
00000000-0000-0000-0002-000000000103,6120,,3.93,f
00000000-0000-0000-0002-000000000103,6080,4.12,,f
00000000-0000-0000-0002-000000000103,2020,3.94,,f
00000000-0000-0000-0002-000000000103,5090,4.22,3.81,f
00000000-0000-0000-0002-000000000103,3022,,,f
00000000-0000-0000-0002-000000000104,6150,3.99,4.07,f
00000000-0000-0000-0002-000000000104,6010,,3.78,f
00000000-0000-0000-0002-000000000104,3020,3.95,,f
00000000-0000-0000-0002-000000000104,A011,4.21,3.98,f
00000000-0000-0000-0002-000000000104,6110,4.07,4.22,f
00000000-0000-0000-0002-000000000104,H050,,,f
00000000-0000-0000-0002-000000000104,7011,4.01,4.07,f
00000000-0000-0000-0002-000000000104,4081,,4.03,f
00000000-0000-0000-0002-000000000104,3021,,,f
