user_id,semester,gpa
00000000-0000-0000-0000-000000000215,111-1,2.873
00000000-0000-0000-0000-000000000215,111-2,2.664
00000000-0000-0000-0000-000000000215,112-1,2.408
00000000-0000-0000-0000-000000000215,112-2,3.91
00000000-0000-0000-0000-000000000215,113-1,2.68
00000000-0000-0000-0000-000000000215,113-2,2.63
00000000-0000-0000-0000-000000000193,109-1,2.782
00000000-0000-0000-0000-000000000193,109-2,1.945
00000000-0000-0000-0000-000000000193,110-1,2.546
00000000-0000-0000-0000-000000000193,110-2,3.44
00000000-0000-0000-0000-000000000193,111-1,1.34
00000000-0000-0000-0000-000000000193,111-2,4.09
00000000-0000-0000-0000-000000000193,112-1,3.3
00000000-0000-0000-0000-000000000193,112-2,2.62
00000000-0000-0000-0000-000000000193,113-1,3.323
00000000-0000-0000-0000-000000000193,113-2,2.3
00000000-0000-0000-0000-000000000602,111-1,2.92
00000000-0000-0000-0000-000000000602,111-2,2.908
00000000-0000-0000-0000-000000000602,112-1,3.908
00000000-0000-0000-0000-000000000602,112-2,3.01
00000000-0000-0000-0000-000000000602,113-1,2.64
00000000-0000-0000-0000-000000000602,113-2,2.158
00000000-0000-0000-0000-000000000390,107-1,2.75
00000000-0000-0000-0000-000000000390,107-2,3.6
00000000-0000-0000-0000-000000000390,108-1,3.315
00000000-0000-0000-0000-000000000390,108-2,3.533
00000000-0000-0000-0000-000000000390,109-1,2.2
00000000-0000-0000-0000-000000000390,109-2,2.836
00000000-0000-0000-0000-000000000390,110-1,2.055
00000000-0000-0000-0000-000000000390,110-2,2.92
00000000-0000-0000-0000-000000000390,111-1,2.691
00000000-0000-0000-0000-000000000390,111-2,1.683
00000000-0000-0000-0000-000000000390,112-1,2.95
00000000-0000-0000-0000-000000000390,112-2,2.93
00000000-0000-0000-0000-000000000390,113-1,2.4
00000000-0000-0000-0000-000000000390,113-2,2.49
00000000-0000-0000-0000-000000000453,107-1,2.8
00000000-0000-0000-0000-000000000453,107-2,2.555
00000000-0000-0000-0000-000000000453,108-1,3.49
00000000-0000-0000-0000-000000000453,108-2,1.61
00000000-0000-0000-0000-000000000453,109-1,2.5
00000000-0000-0000-0000-000000000453,109-2,3.027
00000000-0000-0000-0000-000000000453,110-1,2.333
00000000-0000-0000-0000-000000000453,110-2,3.54
00000000-0000-0000-0000-000000000453,111-1,3.191
00000000-0000-0000-0000-000000000453,111-2,2.954
00000000-0000-0000-0000-000000000453,112-1,3.25
00000000-0000-0000-0000-000000000453,112-2,1.88
00000000-0000-0000-0000-000000000453,113-1,1.464
00000000-0000-0000-0000-000000000453,113-2,2.445
00000000-0000-0000-0000-000000000433,107-1,2.555
00000000-0000-0000-0000-000000000433,107-2,3.92
00000000-0000-0000-0000-000000000433,108-1,3.66
00000000-0000-0000-0000-000000000433,108-2,2.409
00000000-0000-0000-0000-000000000433,109-1,3.745
00000000-0000-0000-0000-000000000433,109-2,3.108
00000000-0000-0000-0000-000000000433,110-1,2.727
00000000-0000-0000-0000-000000000433,110-2,0.55
00000000-0000-0000-0000-000000000433,111-1,2.92
00000000-0000-0000-0000-000000000433,111-2,2.891
00000000-0000-0000-0000-000000000433,112-1,2.12
00000000-0000-0000-0000-000000000433,112-2,1.62
00000000-0000-0000-0000-000000000433,113-1,1.885
00000000-0000-0000-0000-000000000433,113-2,3.038
00000000-0000-0000-0000-000000000449,108-1,2.78
00000000-0000-0000-0000-000000000449,108-2,3.18
00000000-0000-0000-0000-000000000449,109-1,1.54
00000000-0000-0000-0000-000000000449,109-2,2.325
00000000-0000-0000-0000-000000000449,110-1,3.34
00000000-0000-0000-0000-000000000449,110-2,1.742
00000000-0000-0000-0000-000000000449,111-1,2.92
00000000-0000-0000-0000-000000000449,111-2,2.573
00000000-0000-0000-0000-000000000449,112-1,2.885
00000000-0000-0000-0000-000000000449,112-2,1.708
00000000-0000-0000-0000-000000000449,113-1,3.145
00000000-0000-0000-0000-000000000449,113-2,3.65
00000000-0000-0000-0000-000000000290,108-1,3.355
00000000-0000-0000-0000-000000000290,108-2,1.515
00000000-0000-0000-0000-000000000290,109-1,2.592
00000000-0000-0000-0000-000000000290,109-2,1.29
00000000-0000-0000-0000-000000000290,110-1,3.13
00000000-0000-0000-0000-000000000290,110-2,2.108
00000000-0000-0000-0000-000000000290,111-1,2.673
00000000-0000-0000-0000-000000000290,111-2,2.945
00000000-0000-0000-0000-000000000290,112-1,2.38
00000000-0000-0000-0000-000000000290,112-2,2.373
00000000-0000-0000-0000-000000000290,113-1,2.673
00000000-0000-0000-0000-000000000290,113-2,3.1
00000000-0000-0000-0000-000000000340,111-1,2.733
00000000-0000-0000-0000-000000000340,111-2,1.62
00000000-0000-0000-0000-000000000340,112-1,2.97
00000000-0000-0000-0000-000000000340,112-2,2.4
00000000-0000-0000-0000-000000000340,113-1,1.14
00000000-0000-0000-0000-000000000340,113-2,2.425
00000000-0000-0000-0000-000000000355,112-1,2.058
00000000-0000-0000-0000-000000000355,112-2,3
00000000-0000-0000-0000-000000000355,113-1,2.645
00000000-0000-0000-0000-000000000355,113-2,1.1
00000000-0000-0000-0000-000000000627,107-1,2.517
00000000-0000-0000-0000-000000000627,107-2,2.518
00000000-0000-0000-0000-000000000627,108-1,3.3
00000000-0000-0000-0000-000000000627,108-2,1.85
00000000-0000-0000-0000-000000000627,109-1,3.55
00000000-0000-0000-0000-000000000627,109-2,2.42
00000000-0000-0000-0000-000000000627,110-1,3.55
00000000-0000-0000-0000-000000000627,110-2,2.691
00000000-0000-0000-0000-000000000627,111-1,2.6
00000000-0000-0000-0000-000000000627,111-2,3.173
00000000-0000-0000-0000-000000000627,112-1,2.28
00000000-0000-0000-0000-000000000627,112-2,3.409
00000000-0000-0000-0000-000000000627,113-1,2.32
00000000-0000-0000-0000-000000000627,113-2,2.94
00000000-0000-0000-0000-000000000545,107-1,1.938
00000000-0000-0000-0000-000000000545,107-2,3.26
00000000-0000-0000-0000-000000000545,108-1,2.827
00000000-0000-0000-0000-000000000545,108-2,3.9
00000000-0000-0000-0000-000000000545,109-1,3.533
00000000-0000-0000-0000-000000000545,109-2,3.52
00000000-0000-0000-0000-000000000545,110-1,2.92
00000000-0000-0000-0000-000000000545,110-2,2.225
00000000-0000-0000-0000-000000000545,111-1,3.338
00000000-0000-0000-0000-000000000545,111-2,3.24
00000000-0000-0000-0000-000000000545,112-1,2.609
00000000-0000-0000-0000-000000000545,112-2,2.782
00000000-0000-0000-0000-000000000545,113-1,2.92
00000000-0000-0000-0000-000000000545,113-2,3.536
00000000-0000-0000-0000-000000000624,113-1,1.46
00000000-0000-0000-0000-000000000624,113-2,2.717
00000000-0000-0000-0000-000000000578,108-1,2.94
00000000-0000-0000-0000-000000000578,108-2,0.9
00000000-0000-0000-0000-000000000578,109-1,3.2
00000000-0000-0000-0000-000000000578,109-2,2.382
00000000-0000-0000-0000-000000000578,110-1,2.74
00000000-0000-0000-0000-000000000578,110-2,3.9
00000000-0000-0000-0000-000000000578,111-1,3.08
00000000-0000-0000-0000-000000000578,111-2,2.94
00000000-0000-0000-0000-000000000578,112-1,3.225
00000000-0000-0000-0000-000000000578,112-2,3
00000000-0000-0000-0000-000000000578,113-1,2.633
00000000-0000-0000-0000-000000000578,113-2,2.891
00000000-0000-0000-0000-000000000137,113-1,2.192
00000000-0000-0000-0000-000000000137,113-2,2.636
00000000-0000-0000-0000-000000000359,113-1,2.708
00000000-0000-0000-0000-000000000359,113-2,2.325
00000000-0000-0000-0000-000000000439,110-1,2.88
00000000-0000-0000-0000-000000000439,110-2,2.85
00000000-0000-0000-0000-000000000439,111-1,2.309
00000000-0000-0000-0000-000000000439,111-2,1.927
00000000-0000-0000-0000-000000000439,112-1,2.855
00000000-0000-0000-0000-000000000439,112-2,4.09
00000000-0000-0000-0000-000000000439,113-1,2.175
00000000-0000-0000-0000-000000000439,113-2,3.1
00000000-0000-0000-0000-000000000493,108-1,3.21
00000000-0000-0000-0000-000000000493,108-2,2.355
00000000-0000-0000-0000-000000000493,109-1,2.483
00000000-0000-0000-0000-000000000493,109-2,2.815
00000000-0000-0000-0000-000000000493,110-1,2.96
00000000-0000-0000-0000-000000000493,110-2,2.358
00000000-0000-0000-0000-000000000493,111-1,1.1
00000000-0000-0000-0000-000000000493,111-2,2.291
00000000-0000-0000-0000-000000000493,112-1,2.892
00000000-0000-0000-0000-000000000493,112-2,2.86
00000000-0000-0000-0000-000000000493,113-1,2.6
00000000-0000-0000-0000-000000000493,113-2,3.49
00000000-0000-0000-0000-000000000286,110-1,2.518
00000000-0000-0000-0000-000000000286,110-2,2.42
00000000-0000-0000-0000-000000000286,111-1,2.1
00000000-0000-0000-0000-000000000286,111-2,3.12
00000000-0000-0000-0000-000000000286,112-1,2.62
00000000-0000-0000-0000-000000000286,112-2,3.01
00000000-0000-0000-0000-000000000286,113-1,1.833
00000000-0000-0000-0000-000000000286,113-2,2.945
00000000-0000-0000-0000-000000000454,107-1,1.8
00000000-0000-0000-0000-000000000454,107-2,2.883
00000000-0000-0000-0000-000000000454,108-1,3.49
00000000-0000-0000-0000-000000000454,108-2,1.74
00000000-0000-0000-0000-000000000454,109-1,2.62
00000000-0000-0000-0000-000000000454,109-2,3.333
00000000-0000-0000-0000-000000000454,110-1,3.7
00000000-0000-0000-0000-000000000454,110-2,3.667
00000000-0000-0000-0000-000000000454,111-1,2.082
00000000-0000-0000-0000-000000000454,111-2,3.433
00000000-0000-0000-0000-000000000454,112-1,3.32
00000000-0000-0000-0000-000000000454,112-2,2.936
00000000-0000-0000-0000-000000000454,113-1,1.74
00000000-0000-0000-0000-000000000454,113-2,2.55
00000000-0000-0000-0000-000000000319,112-1,3.02
00000000-0000-0000-0000-000000000319,112-2,3.827
00000000-0000-0000-0000-000000000319,113-1,3.6
00000000-0000-0000-0000-000000000319,113-2,2.058
00000000-0000-0000-0000-000000000531,110-1,3.333
00000000-0000-0000-0000-000000000531,110-2,3.283
00000000-0000-0000-0000-000000000531,111-1,3.04
00000000-0000-0000-0000-000000000531,111-2,2.445
00000000-0000-0000-0000-000000000531,112-1,2.642
00000000-0000-0000-0000-000000000531,112-2,2.682
00000000-0000-0000-0000-000000000531,113-1,1.973
00000000-0000-0000-0000-000000000531,113-2,2.773
00000000-0000-0000-0000-000000000220,112-1,2.71
00000000-0000-0000-0000-000000000220,112-2,4.21
00000000-0000-0000-0000-000000000220,113-1,2.56
00000000-0000-0000-0000-000000000220,113-2,3.142
00000000-0000-0000-0000-000000000620,108-1,3
00000000-0000-0000-0000-000000000620,108-2,2.583
00000000-0000-0000-0000-000000000620,109-1,2.645
00000000-0000-0000-0000-000000000620,109-2,2.473
00000000-0000-0000-0000-000000000620,110-1,2.036
00000000-0000-0000-0000-000000000620,110-2,2.455
00000000-0000-0000-0000-000000000620,111-1,3.109
00000000-0000-0000-0000-000000000620,111-2,2.631
00000000-0000-0000-0000-000000000620,112-1,2.15
00000000-0000-0000-0000-000000000620,112-2,1.355
00000000-0000-0000-0000-000000000620,113-1,2.127
00000000-0000-0000-0000-000000000620,113-2,2.145
00000000-0000-0000-0000-000000000143,107-1,2.69
00000000-0000-0000-0000-000000000143,107-2,2.073
00000000-0000-0000-0000-000000000143,108-1,2.05
00000000-0000-0000-0000-000000000143,108-2,2.873
00000000-0000-0000-0000-000000000143,109-1,2.909
00000000-0000-0000-0000-000000000143,109-2,1.838
00000000-0000-0000-0000-000000000143,110-1,3.755
00000000-0000-0000-0000-000000000143,110-2,1.667
00000000-0000-0000-0000-000000000143,111-1,2.736
00000000-0000-0000-0000-000000000143,111-2,3.45
00000000-0000-0000-0000-000000000143,112-1,2.227
00000000-0000-0000-0000-000000000143,112-2,1.918
00000000-0000-0000-0000-000000000143,113-1,3.6
00000000-0000-0000-0000-000000000143,113-2,3.18
00000000-0000-0000-0000-000000000417,109-1,2.2
00000000-0000-0000-0000-000000000417,109-2,2.364
00000000-0000-0000-0000-000000000417,110-1,2.936
00000000-0000-0000-0000-000000000417,110-2,2.63
00000000-0000-0000-0000-000000000417,111-1,2.7
00000000-0000-0000-0000-000000000417,111-2,2.7
00000000-0000-0000-0000-000000000417,112-1,2.775
00000000-0000-0000-0000-000000000417,112-2,3.34
00000000-0000-0000-0000-000000000417,113-1,1.764
00000000-0000-0000-0000-000000000417,113-2,2.69
00000000-0000-0000-0000-000000000189,110-1,3.28
00000000-0000-0000-0000-000000000189,110-2,3.055
00000000-0000-0000-0000-000000000189,111-1,2.564
00000000-0000-0000-0000-000000000189,111-2,2.445
00000000-0000-0000-0000-000000000189,112-1,2.715
00000000-0000-0000-0000-000000000189,112-2,2.927
00000000-0000-0000-0000-000000000189,113-1,2.655
00000000-0000-0000-0000-000000000189,113-2,1.875
00000000-0000-0000-0000-000000000570,112-1,3.1
00000000-0000-0000-0000-000000000570,112-2,3.88
00000000-0000-0000-0000-000000000570,113-1,2.155
00000000-0000-0000-0000-000000000570,113-2,2.725
00000000-0000-0000-0000-000000000601,107-1,1.76
00000000-0000-0000-0000-000000000601,107-2,2.267
00000000-0000-0000-0000-000000000601,108-1,2.918
00000000-0000-0000-0000-000000000601,108-2,3.664
00000000-0000-0000-0000-000000000601,109-1,3.4
00000000-0000-0000-0000-000000000601,109-2,3.48
00000000-0000-0000-0000-000000000601,110-1,1.827
00000000-0000-0000-0000-000000000601,110-2,2.908
00000000-0000-0000-0000-000000000601,111-1,2.336
00000000-0000-0000-0000-000000000601,111-2,3.431
00000000-0000-0000-0000-000000000601,112-1,2.1
00000000-0000-0000-0000-000000000601,112-2,2.27
00000000-0000-0000-0000-000000000601,113-1,1.617
00000000-0000-0000-0000-000000000601,113-2,2.19
00000000-0000-0000-0000-000000000446,111-1,3.191
00000000-0000-0000-0000-000000000446,111-2,2.78
00000000-0000-0000-0000-000000000446,112-1,3.438
00000000-0000-0000-0000-000000000446,112-2,3.73
00000000-0000-0000-0000-000000000446,113-1,2.66
00000000-0000-0000-0000-000000000446,113-2,3.009
00000000-0000-0000-0000-000000000247,113-1,3.391
00000000-0000-0000-0000-000000000247,113-2,3.064
00000000-0000-0000-0000-000000000337,109-1,1.838
00000000-0000-0000-0000-000000000337,109-2,3.042
00000000-0000-0000-0000-000000000337,110-1,2.691
00000000-0000-0000-0000-000000000337,110-2,2.14
00000000-0000-0000-0000-000000000337,111-1,2.209
00000000-0000-0000-0000-000000000337,111-2,3.28
00000000-0000-0000-0000-000000000337,112-1,3.282
00000000-0000-0000-0000-000000000337,112-2,2.764
00000000-0000-0000-0000-000000000337,113-1,3.292
00000000-0000-0000-0000-000000000337,113-2,3.009
00000000-0000-0000-0000-000000000260,109-1,3.1
00000000-0000-0000-0000-000000000260,109-2,2.26
00000000-0000-0000-0000-000000000260,110-1,3.05
00000000-0000-0000-0000-000000000260,110-2,2.745
00000000-0000-0000-0000-000000000260,111-1,1.964
00000000-0000-0000-0000-000000000260,111-2,3.2
00000000-0000-0000-0000-000000000260,112-1,2.8
00000000-0000-0000-0000-000000000260,112-2,3.492
00000000-0000-0000-0000-000000000260,113-1,3.65
00000000-0000-0000-0000-000000000260,113-2,2.6
00000000-0000-0000-0000-000000000296,110-1,2.718
00000000-0000-0000-0000-000000000296,110-2,3.192
00000000-0000-0000-0000-000000000296,111-1,1.88
00000000-0000-0000-0000-000000000296,111-2,2.736
00000000-0000-0000-0000-000000000296,112-1,3.273
00000000-0000-0000-0000-000000000296,112-2,3.855
00000000-0000-0000-0000-000000000296,113-1,3.06
00000000-0000-0000-0000-000000000296,113-2,2.638
00000000-0000-0000-0000-000000000181,108-1,2.127
00000000-0000-0000-0000-000000000181,108-2,2.867
00000000-0000-0000-0000-000000000181,109-1,3
00000000-0000-0000-0000-000000000181,109-2,2.99
00000000-0000-0000-0000-000000000181,110-1,2.4
00000000-0000-0000-0000-000000000181,110-2,2.918
00000000-0000-0000-0000-000000000181,111-1,2.355
00000000-0000-0000-0000-000000000181,111-2,3.1
00000000-0000-0000-0000-000000000181,112-1,2.52
00000000-0000-0000-0000-000000000181,112-2,2.169
00000000-0000-0000-0000-000000000181,113-1,3.064
00000000-0000-0000-0000-000000000181,113-2,3.564
00000000-0000-0000-0000-000000000160,110-1,2.527
00000000-0000-0000-0000-000000000160,110-2,2.458
00000000-0000-0000-0000-000000000160,111-1,3.409
00000000-0000-0000-0000-000000000160,111-2,2.5
00000000-0000-0000-0000-000000000160,112-1,3.118
00000000-0000-0000-0000-000000000160,112-2,3.445
00000000-0000-0000-0000-000000000160,113-1,3.367
00000000-0000-0000-0000-000000000160,113-2,3.273
00000000-0000-0000-0000-000000000308,108-1,1.754
00000000-0000-0000-0000-000000000308,108-2,2.58
00000000-0000-0000-0000-000000000308,109-1,1.71
00000000-0000-0000-0000-000000000308,109-2,3.8
00000000-0000-0000-0000-000000000308,110-1,2.791
00000000-0000-0000-0000-000000000308,110-2,2.182
00000000-0000-0000-0000-000000000308,111-1,3.082
00000000-0000-0000-0000-000000000308,111-2,2.31
00000000-0000-0000-0000-000000000308,112-1,2.964
00000000-0000-0000-0000-000000000308,112-2,2.718
00000000-0000-0000-0000-000000000308,113-1,3.108
00000000-0000-0000-0000-000000000308,113-2,2.777
00000000-0000-0000-0000-000000000148,111-1,3.34
00000000-0000-0000-0000-000000000148,111-2,2.391
00000000-0000-0000-0000-000000000148,112-1,3.045
00000000-0000-0000-0000-000000000148,112-2,3.315
00000000-0000-0000-0000-000000000148,113-1,2.342
00000000-0000-0000-0000-000000000148,113-2,2.531
00000000-0000-0000-0000-000000000481,111-1,2.54
00000000-0000-0000-0000-000000000481,111-2,2.25
00000000-0000-0000-0000-000000000481,112-1,3.091
00000000-0000-0000-0000-000000000481,112-2,2.25
00000000-0000-0000-0000-000000000481,113-1,2.609
00000000-0000-0000-0000-000000000481,113-2,2.52
00000000-0000-0000-0000-000000000217,113-1,2.48
00000000-0000-0000-0000-000000000217,113-2,3.5
00000000-0000-0000-0000-000000000510,110-1,3.718
00000000-0000-0000-0000-000000000510,110-2,2.9
00000000-0000-0000-0000-000000000510,111-1,2.46
00000000-0000-0000-0000-000000000510,111-2,2.92
00000000-0000-0000-0000-000000000510,112-1,3.246
00000000-0000-0000-0000-000000000510,112-2,2.35
00000000-0000-0000-0000-000000000510,113-1,3.692
00000000-0000-0000-0000-000000000510,113-2,1.66
00000000-0000-0000-0000-000000000182,110-1,2.8
00000000-0000-0000-0000-000000000182,110-2,1.709
00000000-0000-0000-0000-000000000182,111-1,3.017
00000000-0000-0000-0000-000000000182,111-2,1.88
00000000-0000-0000-0000-000000000182,112-1,3.591
00000000-0000-0000-0000-000000000182,112-2,3
00000000-0000-0000-0000-000000000182,113-1,3.12
00000000-0000-0000-0000-000000000182,113-2,2.933
00000000-0000-0000-0000-000000000516,109-1,3.97
00000000-0000-0000-0000-000000000516,109-2,2.827
00000000-0000-0000-0000-000000000516,110-1,3.2
00000000-0000-0000-0000-000000000516,110-2,2.58
00000000-0000-0000-0000-000000000516,111-1,2.391
00000000-0000-0000-0000-000000000516,111-2,3.08
00000000-0000-0000-0000-000000000516,112-1,3.191
00000000-0000-0000-0000-000000000516,112-2,3.19
00000000-0000-0000-0000-000000000516,113-1,3.254
00000000-0000-0000-0000-000000000516,113-2,2.964
00000000-0000-0000-0000-000000000529,108-1,1.862
00000000-0000-0000-0000-000000000529,108-2,3.31
00000000-0000-0000-0000-000000000529,109-1,3.808
00000000-0000-0000-0000-000000000529,109-2,2.209
00000000-0000-0000-0000-000000000529,110-1,3.109
00000000-0000-0000-0000-000000000529,110-2,3.44
00000000-0000-0000-0000-000000000529,111-1,3.28
00000000-0000-0000-0000-000000000529,111-2,2.35
00000000-0000-0000-0000-000000000529,112-1,2.6
00000000-0000-0000-0000-000000000529,112-2,2.01
00000000-0000-0000-0000-000000000529,113-1,3.109
00000000-0000-0000-0000-000000000529,113-2,3.15
00000000-0000-0000-0000-000000000344,113-1,2.75
00000000-0000-0000-0000-000000000344,113-2,0.858
00000000-0000-0000-0000-000000000511,113-1,2.258
00000000-0000-0000-0000-000000000511,113-2,2.925
00000000-0000-0000-0000-000000000573,108-1,1.46
00000000-0000-0000-0000-000000000573,108-2,1.615
00000000-0000-0000-0000-000000000573,109-1,1.664
00000000-0000-0000-0000-000000000573,109-2,3.32
00000000-0000-0000-0000-000000000573,110-1,3.1
00000000-0000-0000-0000-000000000573,110-2,1.75
00000000-0000-0000-0000-000000000573,111-1,1.46
00000000-0000-0000-0000-000000000573,111-2,2.736
00000000-0000-0000-0000-000000000573,112-1,2.61
00000000-0000-0000-0000-000000000573,112-2,2.967
00000000-0000-0000-0000-000000000573,113-1,3.173
00000000-0000-0000-0000-000000000573,113-2,3.15
00000000-0000-0000-0000-000000000288,113-1,3.28
00000000-0000-0000-0000-000000000288,113-2,3.19
00000000-0000-0000-0000-000000000301,113-1,3.391
00000000-0000-0000-0000-000000000301,113-2,2.492
00000000-0000-0000-0000-000000000285,113-1,3.167
00000000-0000-0000-0000-000000000285,113-2,2.918
00000000-0000-0000-0000-000000000501,112-1,2.446
00000000-0000-0000-0000-000000000501,112-2,2.62
00000000-0000-0000-0000-000000000501,113-1,2.8
00000000-0000-0000-0000-000000000501,113-2,3.609
00000000-0000-0000-0000-000000000191,110-1,2
00000000-0000-0000-0000-000000000191,110-2,2.24
00000000-0000-0000-0000-000000000191,111-1,2.43
00000000-0000-0000-0000-000000000191,111-2,3.569
00000000-0000-0000-0000-000000000191,112-1,2
00000000-0000-0000-0000-000000000191,112-2,2.927
00000000-0000-0000-0000-000000000191,113-1,3.525
00000000-0000-0000-0000-000000000191,113-2,3.208
00000000-0000-0000-0000-000000000379,109-1,2.682
00000000-0000-0000-0000-000000000379,109-2,3.24
00000000-0000-0000-0000-000000000379,110-1,3.28
00000000-0000-0000-0000-000000000379,110-2,3.775
00000000-0000-0000-0000-000000000379,111-1,3.562
00000000-0000-0000-0000-000000000379,111-2,2.236
00000000-0000-0000-0000-000000000379,112-1,3.21
00000000-0000-0000-0000-000000000379,112-2,2.8
00000000-0000-0000-0000-000000000379,113-1,2.817
00000000-0000-0000-0000-000000000379,113-2,2.6
00000000-0000-0000-0000-000000000475,109-1,2.617
00000000-0000-0000-0000-000000000475,109-2,1.645
00000000-0000-0000-0000-000000000475,110-1,3.309
00000000-0000-0000-0000-000000000475,110-2,2.582
00000000-0000-0000-0000-000000000475,111-1,2.617
00000000-0000-0000-0000-000000000475,111-2,3.725
00000000-0000-0000-0000-000000000475,112-1,2.909
00000000-0000-0000-0000-000000000475,112-2,3.833
00000000-0000-0000-0000-000000000475,113-1,3.23
00000000-0000-0000-0000-000000000475,113-2,3.845
00000000-0000-0000-0000-000000000557,111-1,2.31
00000000-0000-0000-0000-000000000557,111-2,1.8
00000000-0000-0000-0000-000000000557,112-1,3.569
00000000-0000-0000-0000-000000000557,112-2,2.67
00000000-0000-0000-0000-000000000557,113-1,3.26
00000000-0000-0000-0000-000000000557,113-2,2.845
00000000-0000-0000-0000-000000000609,110-1,3.22
00000000-0000-0000-0000-000000000609,110-2,3.5
00000000-0000-0000-0000-000000000609,111-1,2.964
00000000-0000-0000-0000-000000000609,111-2,3.433
00000000-0000-0000-0000-000000000609,112-1,3.764
00000000-0000-0000-0000-000000000609,112-2,2.2
00000000-0000-0000-0000-000000000609,113-1,2.936
00000000-0000-0000-0000-000000000609,113-2,2.264
00000000-0000-0000-0000-000000000243,109-1,3.438
00000000-0000-0000-0000-000000000243,109-2,2.46
00000000-0000-0000-0000-000000000243,110-1,3.183
00000000-0000-0000-0000-000000000243,110-2,3.282
00000000-0000-0000-0000-000000000243,111-1,1.88
00000000-0000-0000-0000-000000000243,111-2,3.2
00000000-0000-0000-0000-000000000243,112-1,2.609
00000000-0000-0000-0000-000000000243,112-2,2.827
00000000-0000-0000-0000-000000000243,113-1,2.42
00000000-0000-0000-0000-000000000243,113-2,3.091
00000000-0000-0000-0000-000000000447,112-1,1.846
00000000-0000-0000-0000-000000000447,112-2,4.082
00000000-0000-0000-0000-000000000447,113-1,3.291
00000000-0000-0000-0000-000000000447,113-2,3.4
00000000-0000-0000-0000-000000000192,107-1,2.02
00000000-0000-0000-0000-000000000192,107-2,3.1
00000000-0000-0000-0000-000000000192,108-1,2.515
00000000-0000-0000-0000-000000000192,108-2,3.2
00000000-0000-0000-0000-000000000192,109-1,2.533
00000000-0000-0000-0000-000000000192,109-2,2.817
00000000-0000-0000-0000-000000000192,110-1,3.767
00000000-0000-0000-0000-000000000192,110-2,3.773
00000000-0000-0000-0000-000000000192,111-1,2.564
00000000-0000-0000-0000-000000000192,111-2,2.91
00000000-0000-0000-0000-000000000192,112-1,2.115
00000000-0000-0000-0000-000000000192,112-2,2.517
00000000-0000-0000-0000-000000000192,113-1,2.809
00000000-0000-0000-0000-000000000192,113-2,3.636
00000000-0000-0000-0000-000000000131,108-1,2.31
00000000-0000-0000-0000-000000000131,108-2,1.975
00000000-0000-0000-0000-000000000131,109-1,2.74
00000000-0000-0000-0000-000000000131,109-2,3.285
00000000-0000-0000-0000-000000000131,110-1,1.977
00000000-0000-0000-0000-000000000131,110-2,3.31
00000000-0000-0000-0000-000000000131,111-1,3.358
00000000-0000-0000-0000-000000000131,111-2,2.864
00000000-0000-0000-0000-000000000131,112-1,2.34
00000000-0000-0000-0000-000000000131,112-2,3.255
00000000-0000-0000-0000-000000000131,113-1,2.792
00000000-0000-0000-0000-000000000131,113-2,2.92
00000000-0000-0000-0000-000000000341,109-1,3.1
00000000-0000-0000-0000-000000000341,109-2,2.78
00000000-0000-0000-0000-000000000341,110-1,1.68
00000000-0000-0000-0000-000000000341,110-2,2.858
00000000-0000-0000-0000-000000000341,111-1,3.746
00000000-0000-0000-0000-000000000341,111-2,3.3
00000000-0000-0000-0000-000000000341,112-1,2.87
00000000-0000-0000-0000-000000000341,112-2,1.99
00000000-0000-0000-0000-000000000341,113-1,1.991
00000000-0000-0000-0000-000000000341,113-2,1.89
00000000-0000-0000-0000-000000000400,110-1,1.455
00000000-0000-0000-0000-000000000400,110-2,2.036
00000000-0000-0000-0000-000000000400,111-1,2.86
00000000-0000-0000-0000-000000000400,111-2,2.54
00000000-0000-0000-0000-000000000400,112-1,1.79
00000000-0000-0000-0000-000000000400,112-2,3.082
00000000-0000-0000-0000-000000000400,113-1,3.1
00000000-0000-0000-0000-000000000400,113-2,2.74
00000000-0000-0000-0000-000000000448,108-1,2.927
00000000-0000-0000-0000-000000000448,108-2,2.767
00000000-0000-0000-0000-000000000448,109-1,3.18
00000000-0000-0000-0000-000000000448,109-2,2.609
00000000-0000-0000-0000-000000000448,110-1,3.475
00000000-0000-0000-0000-000000000448,110-2,2.34
00000000-0000-0000-0000-000000000448,111-1,3.055
00000000-0000-0000-0000-000000000448,111-2,2.918
00000000-0000-0000-0000-000000000448,112-1,1.55
00000000-0000-0000-0000-000000000448,112-2,3.433
00000000-0000-0000-0000-000000000448,113-1,3.025
00000000-0000-0000-0000-000000000448,113-2,3.3
00000000-0000-0000-0000-000000000161,108-1,4.082
00000000-0000-0000-0000-000000000161,108-2,2.555
00000000-0000-0000-0000-000000000161,109-1,2.82
00000000-0000-0000-0000-000000000161,109-2,3.464
00000000-0000-0000-0000-000000000161,110-1,2.085
00000000-0000-0000-0000-000000000161,110-2,3.21
00000000-0000-0000-0000-000000000161,111-1,2.264
00000000-0000-0000-0000-000000000161,111-2,3.254
00000000-0000-0000-0000-000000000161,112-1,2.883
00000000-0000-0000-0000-000000000161,112-2,3.355
00000000-0000-0000-0000-000000000161,113-1,3.445
00000000-0000-0000-0000-000000000161,113-2,2.382
00000000-0000-0000-0000-000000000595,110-1,2.23
00000000-0000-0000-0000-000000000595,110-2,3.273
00000000-0000-0000-0000-000000000595,111-1,2.6
00000000-0000-0000-0000-000000000595,111-2,2.71
